region,HR_Region,Shortage_%,IMPLAN_category,crop_class,basin,crop,p,y,xland,xlandsc,xwater,xwatersc,grev,grevsc,iterations,statussc,lambdawater
DLM04-SW-IDs,San Joaquin River,0.64,Trees and Vine,Trees and vines,DLM,Grapes Wine,510.5784914,8.495282366,3325.437327,3227.570015673535,8712.64579674,8435.0927731516,14424112.52060379,13999612.230311029,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Vegetables and non-tree fruits,Vegetables,DLM,Onions and Garlic,248.2454,30.0225,416.878836,361.47326129629056,1222.8445854610404,1057.670751896584,3106976.087532005,2694041.2468667105,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Trees and Vine,Trees and vines,DLM,Orchards,3117.281059,2.261810582,1400.840631,1316.6131193765552,4790.105326371445,4490.838233156385,9876906.037231866,9283043.18114041,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Alfalfa and Pasture,Alfalfa and pasture,DLM,Pasture,215.0,3.5,5082.613946,2.4994176702213275e-21,27310.578934812464,2.499417670221712e-08,3824666.994365,1.880811796841549e-18,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Vegetables and non-tree fruits,Vegetables,DLM,Potatoes,960.1331262,14.27542043,58.077371,56.03615018383518,98.7315307,95.02330076454167,796026.1050762514,768048.5119463515,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Trees and Vine,Trees and vines,DLM,Subtropical,826.2221390999998,4.405931004,250.2848035,220.65848653774796,940.2401573875002,826.8711692936395,911106.1985539696,803258.1764321133,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Fresh,513.5119746,20.19858006,868.1262969,733.3513593451036,1403.4708469443754,1182.6207243220656,9004390.628584884,7606476.305495078,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Processing,78.52090496,49.10025147,7813.136672,2034.8973735377517,16602.915428,4313.346483377873,30122737.272702213,7845335.558977084,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Vegetables and non-tree fruits,Vegetables,DLM,Truck,548.8387,13.5325,938.015322,921.5744908728575,941.1420394273282,922.3347803385924,6966789.604810542,6844680.926301108,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Trees and Vine,Trees and vines,DLM,Almonds,5157.824281,1.067695081,28800.6397,25293.727159457074,115596.50535486994,101267.08302596546,158604650.88581616,139292140.99111748,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Vegetables and non-tree fruits,Vegetables,DLM,Lettuce,479.2433265,17.02508876,158.44910900000005,130.2133574854076,407.55018086725045,334.0871148608839,1292811.659330798,1062431.6401662074,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Trees and Vine,Trees and vines,DLM,Pistachios,4636.170568,1.3822934530000002,12425.23273,11433.416248588375,46832.3997816422,42986.372254582464,79627703.13391379,73271599.38428465,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.64,Trees and Vine,Trees and vines,DLM,Walnuts,2092.008952,1.920558157,130.6052946,124.14737445024424,481.62385899057927,456.66491786485904,524749.1991363387,498802.4070323165,2,Good,224.7834824996698
DLM04-SW-IDs,San Joaquin River,0.65,Alfalfa and Pasture,Alfalfa and pasture,DLM,Alfalfa,205.8588937,7.063149253,1597.008057,2.2958348128997457e-17,6861.811285442336,1.1129969761972875e-07,2322069.024718536,3.338171577493159e-14,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Other field and grain,Field and grain,DLM,Beans Dry,1415.3103,1.200351344,236.53736400000003,8.020265342511028e-17,416.6999896588458,1.112996984250453e-07,401846.1418794642,1.3625385141003073e-13,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Corn,Corn,DLM,Corn,44.88630607,26.76544219,1059.163566,3.557281319132979e-17,2001.8191397399999,1.1129969775201575e-07,1272481.0467151108,4.2737242874821873e-14,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Other field and grain,Field and grain,DLM,Cotton,2462.1839,0.78,5817.653703,4.209422580264674e-17,19527.924265009216,1.1129969789860822e-07,11172823.960975545,8.084210554230827e-14,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Vegetables and non-tree fruits,Vegetables,DLM,Cucurbits,252.19315,13.35,3337.818693,3.270488110694167e-17,7743.73936776,1.1129969770988674e-07,11237696.387725983,1.1011009227291367e-13,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Other field and grain,Field and grain,DLM,Field and Grain,187.333843,2.812754651,10363.79046,8726.016375247442,7807.388809745403,6557.1649151596675,5460931.356496038,4597948.658341232,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Trees and Vine,Trees and vines,DLM,Grapes Table,390.5459,12.435,102.8485771,94.68580389423579,269.463272002,247.45661185437817,499477.7654835156,459835.7613262814,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Trees and Vine,Trees and vines,DLM,Grapes Wine,510.5784914,8.495282366,3325.437327,3234.083423459152,8712.64579674,8452.115238659695,14424112.52060379,14027864.191648418,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Vegetables and non-tree fruits,Vegetables,DLM,Onions and Garlic,248.2454,30.0225,416.878836,365.30858637279664,1222.8445854610404,1068.8929130579643,3106976.087532005,2722625.7233898034,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Trees and Vine,Trees and vines,DLM,Orchards,3117.281059,2.261810582,1400.840631,1322.7264749782967,4790.105326371445,4511.690289692884,9876906.037231866,9326146.613118593,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Alfalfa and Pasture,Alfalfa and pasture,DLM,Pasture,215.0,3.5,5082.613946,2.6265749227729222e-17,27310.578934812464,1.1129969762045482e-07,3824666.994365,1.976497629386624e-14,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Vegetables and non-tree fruits,Vegetables,DLM,Potatoes,960.1331262,14.27542043,58.077371,56.177169863521506,98.7315307,95.26243498500105,796026.1050762514,769981.3705524995,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Trees and Vine,Trees and vines,DLM,Subtropical,826.2221390999998,4.405931004,250.2848035,223.32192502204452,940.2401573875002,836.851843731271,911106.1985539696,812953.8322552996,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Fresh,513.5119746,20.19858006,868.1262969,743.0755102746094,1403.4708469443754,1198.3021331622017,9004390.628584884,7707337.267561608,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Processing,78.52090496,49.10025147,7813.136672,2535.8076458956293,16602.915428,5375.119715799747,30122737.272702213,9776543.109141652,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Vegetables and non-tree fruits,Vegetables,DLM,Truck,548.8387,13.5325,938.015322,922.9612673287241,941.1420394273282,923.7227009717174,6966789.604810542,6854980.736517778,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Trees and Vine,Trees and vines,DLM,Almonds,5157.824281,1.067695081,28800.6397,25525.086203885952,115596.50535486994,102193.36231315121,158604650.88581616,140566231.4576191,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Vegetables and non-tree fruits,Vegetables,DLM,Lettuce,479.2433265,17.02508876,158.44910900000005,132.6092501911052,407.55018086725045,340.23423302200166,1292811.659330798,1081980.1125052436,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Trees and Vine,Trees and vines,DLM,Pistachios,4636.170568,1.3822934530000002,12425.23273,11496.023741485566,46832.3997816422,43221.75850644655,79627703.13391379,73672822.52164604,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.65,Trees and Vine,Trees and vines,DLM,Walnuts,2092.008952,1.920558157,130.6052946,124.59357271128864,481.62385899057927,458.30621801845734,524749.1991363387,500595.1534968161,2,Good,213.17107749872673
DLM04-SW-IDs,San Joaquin River,0.66,Alfalfa and Pasture,Alfalfa and pasture,DLM,Alfalfa,205.8588937,7.063149253,1597.008057,2.0957693401504227e-05,6861.811285442336,9.726458344520741e-05,2322069.024718536,0.03047273961071883,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Other field and grain,Field and grain,DLM,Beans Dry,1415.3103,1.200351344,236.53736400000003,0.00014879884314994462,416.6999896588458,0.0002688289592891416,401846.1418794642,0.25278983423495316,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Corn,Corn,DLM,Corn,44.88630607,26.76544219,1059.163566,2.742560712717325e-05,2001.8191397399999,5.926053338326429e-05,1272481.0467151108,0.032949174598008044,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Other field and grain,Field and grain,DLM,Cotton,2462.1839,0.78,5817.653703,8.709318980096638e-06,19527.924265009216,3.70248983358157e-05,11172823.960975545,0.016726277078751524,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Vegetables and non-tree fruits,Vegetables,DLM,Cucurbits,252.19315,13.35,3337.818693,1.5309003217231058e-18,7743.73936776,6.2236227908890635e-06,11237696.387725983,5.154202369192702e-15,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Other field and grain,Field and grain,DLM,Field and Grain,187.333843,2.812754651,10363.79046,9108.07479659733,7807.388809745403,6844.262719133281,5460931.356496038,4799264.462748471,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Trees and Vine,Trees and vines,DLM,Grapes Table,390.5459,12.435,102.8485771,95.44706946858746,269.463272002,249.44614854822171,499477.7654835156,463532.800592532,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Trees and Vine,Trees and vines,DLM,Grapes Wine,510.5784914,8.495282366,3325.437327,3241.03820928531,8712.64579674,8470.291230692275,14424112.52060379,14058030.633968262,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Vegetables and non-tree fruits,Vegetables,DLM,Onions and Garlic,248.2454,30.0225,416.878836,369.37307275973353,1222.8445854610404,1080.7856073044095,3106976.087532005,2752918.127133495,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Trees and Vine,Trees and vines,DLM,Orchards,3117.281059,2.261810582,1400.840631,1329.132529456166,4790.105326371445,4533.540720489048,9876906.037231866,9371313.776853796,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Alfalfa and Pasture,Alfalfa and pasture,DLM,Pasture,215.0,3.5,5082.613946,6.223622790705637e-19,27310.578934812464,6.22362279032037e-06,3824666.994365,4.683276150005991e-16,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Vegetables and non-tree fruits,Vegetables,DLM,Potatoes,960.1331262,14.27542043,58.077371,56.32916752297996,98.7315307,95.52019221217526,796026.1050762514,772064.6966872073,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Trees and Vine,Trees and vines,DLM,Subtropical,826.2221390999998,4.405931004,250.2848035,225.9835390729211,940.2401573875002,846.8256885863124,911106.1985539696,822642.8466341209,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Fresh,513.5119746,20.19858006,868.1262969,753.5067588148074,1403.4708469443754,1215.1238323732937,9004390.628584884,7815532.396467624,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Processing,78.52090496,49.10025147,7813.136672,3048.2278876030146,16602.915428,6461.2904932306055,30122737.272702213,11752126.15115888,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Vegetables and non-tree fruits,Vegetables,DLM,Truck,548.8387,13.5325,938.015322,924.4596288007643,941.1420394273282,925.2223057751955,6966789.604810542,6866109.306470559,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Trees and Vine,Trees and vines,DLM,Almonds,5157.824281,1.067695081,28800.6397,25770.858703863494,115596.50535486994,103177.34795456672,158604650.88581616,141919696.58764094,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Vegetables and non-tree fruits,Vegetables,DLM,Lettuce,479.2433265,17.02508876,158.44910900000005,135.0536471412509,407.55018086725045,346.5058051370384,1292811.659330798,1101924.3387437202,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Trees and Vine,Trees and vines,DLM,Pistachios,4636.170568,1.3822934530000002,12425.23273,11563.04362054015,46832.3997816422,43473.734074304746,79627703.13391379,74102322.6484762,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.66,Trees and Vine,Trees and vines,DLM,Walnuts,2092.008952,1.920558157,130.6052946,125.06458829081201,481.62385899057927,460.0388135365421,524749.1991363387,502487.6116003915,2,Good,200.57708431464692
DLM04-SW-IDs,San Joaquin River,0.67,Alfalfa and Pasture,Alfalfa and pasture,DLM,Alfalfa,205.8588937,7.063149253,1597.008057,3.818433377612326e-21,6861.811285442336,3.818433377196288e-08,2322069.024718536,5.552048300721227e-18,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Other field and grain,Field and grain,DLM,Beans Dry,1415.3103,1.200351344,236.53736400000003,81.93871570511058,416.6999896588458,143.98781935110193,401846.1418794642,139203.19487730888,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Corn,Corn,DLM,Corn,44.88630607,26.76544219,1059.163566,1.4193649043003754e-17,2001.8191397399999,3.818422814833662e-08,1272481.0467151108,1.7052275938038022e-14,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Other field and grain,Field and grain,DLM,Cotton,2462.1839,0.78,5817.653703,336.18505366542223,19527.924265009216,1125.5920661468256,11172823.960975545,645644.5527133981,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Vegetables and non-tree fruits,Vegetables,DLM,Cucurbits,252.19315,13.35,3337.818693,2.1207412931717103e-07,7743.73936776,5.497734047139184e-07,11237696.387725983,0.0007140066301251629,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Other field and grain,Field and grain,DLM,Field and Grain,187.333843,2.812754651,10363.79046,1.8919299440736033e-08,7807.388809745403,9.68707165918564e-08,5460931.356496038,9.969035552929672e-06,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Trees and Vine,Trees and vines,DLM,Grapes Table,390.5459,12.435,102.8485771,97.95295092903137,269.463272002,255.9951371048803,499477.7654835156,475702.4592083447,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Trees and Vine,Trees and vines,DLM,Grapes Wine,510.5784914,8.495282366,3325.437327,3265.9985012651064,8712.64579674,8535.523697835393,14424112.52060379,14166296.111456152,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Vegetables and non-tree fruits,Vegetables,DLM,Onions and Garlic,248.2454,30.0225,416.878836,383.7134152640909,1222.8445854610404,1122.7454417670463,3106976.087532005,2859795.9472588063,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Trees and Vine,Trees and vines,DLM,Orchards,3117.281059,2.261810582,1400.840631,1351.1854937885846,4790.105326371445,4608.761211865145,9876906.037231866,9526802.596733497,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Alfalfa and Pasture,Alfalfa and pasture,DLM,Pasture,215.0,3.5,5082.613946,3.818422808286457e-21,27310.578934812464,3.818422807871827e-08,3824666.994365,2.8733631632355586e-18,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Vegetables and non-tree fruits,Vegetables,DLM,Potatoes,960.1331262,14.27542043,58.077371,56.88695805803585,98.7315307,96.46605822161258,796026.1050762514,779709.9433542602,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Trees and Vine,Trees and vines,DLM,Subtropical,826.2221390999998,4.405931004,250.2848035,234.33286384403135,940.2401573875002,878.113016066085,911106.1985539696,853036.7077328382,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Fresh,513.5119746,20.19858006,868.1262969,791.3482912266542,1403.4708469443754,1276.1480257003832,9004390.628584884,8208032.820699992,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Processing,78.52090496,49.10025147,7813.136672,4727.735751680951,16602.915428,10021.322275987344,30122737.272702213,18227294.353241105,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Vegetables and non-tree fruits,Vegetables,DLM,Truck,548.8387,13.5325,938.015322,929.9894037201219,941.1420394273282,930.7566354207607,6966789.604810542,6907179.827944539,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Trees and Vine,Trees and vines,DLM,Almonds,5157.824281,1.067695081,28800.6397,26642.674218019394,115596.50535486994,106667.78703911082,158604650.88581616,146720770.3380804,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Vegetables and non-tree fruits,Vegetables,DLM,Lettuce,479.2433265,17.02508876,158.44910900000005,143.0239175416658,407.55018086725045,366.9550412666516,1292811.659330798,1166955.051549278,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Trees and Vine,Trees and vines,DLM,Pistachios,4636.170568,1.3822934530000002,12425.23273,11804.988906152417,46832.3997816422,44383.379083564534,79627703.13391379,75652840.67868324,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.67,Trees and Vine,Trees and vines,DLM,Walnuts,2092.008952,1.920558157,130.6052946,126.71223262922975,481.62385899057927,466.09951732425577,524749.1991363387,509107.557979244,4,Good,153.66981848322885
DLM04-SW-IDs,San Joaquin River,0.68,Alfalfa and Pasture,Alfalfa and pasture,DLM,Alfalfa,205.8588937,7.063149253,1597.008057,307.90632749708374,6861.811285442336,1319.6634137585536,2322069.024718536,447699.523156394,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Other field and grain,Field and grain,DLM,Beans Dry,1415.3103,1.200351344,236.53736400000003,31.135001291827365,416.6999896588458,54.712369845715905,401846.1418794642,52894.30783769518,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Corn,Corn,DLM,Corn,44.88630607,26.76544219,1059.163566,2.961738085436787e-06,2001.8191397399999,5.769590202723031e-06,1272481.0467151108,0.0035582375565329926,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Other field and grain,Field and grain,DLM,Cotton,2462.1839,0.78,5817.653703,4.932534768900001e-07,19527.924265009216,1.7903132933811833e-06,11172823.960975545,0.0009472950001457126,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Vegetables and non-tree fruits,Vegetables,DLM,Cucurbits,252.19315,13.35,3337.818693,4.089449107116944e-07,7743.73936776,1.0586355364204403e-06,11237696.387725983,0.0013768269545381604,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Other field and grain,Field and grain,DLM,Field and Grain,187.333843,2.812754651,10363.79046,9539.150476039058,7807.388809745403,7168.194526831188,5460931.356496038,5026408.643632091,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Trees and Vine,Trees and vines,DLM,Grapes Table,390.5459,12.435,102.8485771,96.58742032234578,269.463272002,252.42639129208484,499477.7654835156,469070.84411595983,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Trees and Vine,Trees and vines,DLM,Grapes Wine,510.5784914,8.495282366,3325.437327,3251.9963100243526,8712.64579674,8498.929671618722,14424112.52060379,14105561.488568567,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Vegetables and non-tree fruits,Vegetables,DLM,Onions and Garlic,248.2454,30.0225,416.878836,375.71507409786966,1222.8445854610404,1099.3422958669348,3106976.087532005,2800184.7302879067,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Trees and Vine,Trees and vines,DLM,Orchards,3117.281059,2.261810582,1400.840631,1338.9868631422269,4790.105326371445,4567.152879136306,9876906.037231866,9440793.720341211,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Alfalfa and Pasture,Alfalfa and pasture,DLM,Pasture,215.0,3.5,5082.613946,2.3606901480545205e-09,27310.578934812464,1.7119986154203925e-07,3824666.994365,1.7764193364110266e-06,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Vegetables and non-tree fruits,Vegetables,DLM,Potatoes,960.1331262,14.27542043,58.077371,56.57166562257394,98.7315307,95.93140119508962,796026.1050762514,775388.4493706438,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Trees and Vine,Trees and vines,DLM,Subtropical,826.2221390999998,4.405931004,250.2848035,229.8549249217519,940.2401573875002,861.3328839029929,911106.1985539696,836735.7663581258,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Fresh,513.5119746,20.19858006,868.1262969,770.0425589971406,1403.4708469443754,1241.7898697158282,9004390.628584884,7987045.2336315755,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Processing,78.52090496,49.10025147,7813.136672,3813.832515758874,16602.915428,8084.133030081222,30122737.272702213,14703835.309319608,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Vegetables and non-tree fruits,Vegetables,DLM,Truck,548.8387,13.5325,938.015322,926.8577574997809,941.1420394273282,927.6224057402445,6966789.604810542,6883920.591317894,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Trees and Vine,Trees and vines,DLM,Almonds,5157.824281,1.067695081,28800.6397,26155.53348432356,115596.50535486994,104717.44888567981,158604650.88581616,144038094.30015588,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Vegetables and non-tree fruits,Vegetables,DLM,Lettuce,479.2433265,17.02508876,158.44910900000005,138.69436627072645,407.55018086725045,355.846754793885,1292811.659330798,1131629.5492598275,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Trees and Vine,Trees and vines,DLM,Pistachios,4636.170568,1.3822934530000002,12425.23273,11668.992740446982,46832.3997816422,43872.07242982447,79627703.13391379,74781302.69259813,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.68,Trees and Vine,Trees and vines,DLM,Walnuts,2092.008952,1.920558157,130.6052946,125.7958941001506,481.62385899057927,462.728848821692,524749.1991363387,505425.87025942584,3,Good,180.28459598886607
DLM04-SW-IDs,San Joaquin River,0.69,Alfalfa and Pasture,Alfalfa and pasture,DLM,Alfalfa,205.8588937,7.063149253,1597.008057,571.8483914137444,6861.811285442336,2450.899292699421,2322069.024718536,831474.4754834865,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Other field and grain,Field and grain,DLM,Beans Dry,1415.3103,1.200351344,236.53736400000003,46.323253354928646,416.6999896588458,81.40211525278804,401846.1418794642,78697.16786047815,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Corn,Corn,DLM,Corn,44.88630607,26.76544219,1059.163566,56.749565008807004,2001.8191397399999,106.94611507903858,1272481.0467151108,68179.03126686097,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Other field and grain,Field and grain,DLM,Cotton,2462.1839,0.78,5817.653703,1.6603421253610488e-07,19527.924265009216,6.088542153897137e-07,11172823.960975545,0.00031886927666534894,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Vegetables and non-tree fruits,Vegetables,DLM,Cucurbits,252.19315,13.35,3337.818693,3.3768577403373206e-21,7743.73936776,3.376857740334551e-08,11237696.387725983,1.1369132215011305e-17,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Other field and grain,Field and grain,DLM,Field and Grain,187.333843,2.812754651,10363.79046,9666.900001524773,7807.388809745403,7264.19190625402,5460931.356496038,5093722.952252571,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Trees and Vine,Trees and vines,DLM,Grapes Table,390.5459,12.435,102.8485771,96.99202529212121,269.463272002,253.48380601765035,499477.7654835156,471035.78317399335,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Trees and Vine,Trees and vines,DLM,Grapes Wine,510.5784914,8.495282366,3325.437327,3256.043652496916,8712.64579674,8509.507198575775,14424112.52060379,14123116.870761361,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Vegetables and non-tree fruits,Vegetables,DLM,Onions and Garlic,248.2454,30.0225,416.878836,378.0389315735996,1222.8445854610404,1106.1419026500303,3106976.087532005,2817504.318101967,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Trees and Vine,Trees and vines,DLM,Orchards,3117.281059,2.261810582,1400.840631,1342.5565941501206,4790.105326371445,4579.328881407189,9876906.037231866,9465962.820210902,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Alfalfa and Pasture,Alfalfa and pasture,DLM,Pasture,215.0,3.5,5082.613946,8.214651706778858e-12,27310.578934812464,3.3839728877958123e-08,3824666.994365,6.181525409351091e-09,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Vegetables and non-tree fruits,Vegetables,DLM,Potatoes,960.1331262,14.27542043,58.077371,56.66216479725954,98.7315307,96.0848650469007,796026.1050762514,776628.8585747313,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Trees and Vine,Trees and vines,DLM,Subtropical,826.2221390999998,4.405931004,250.2848035,231.1984926252902,940.2401573875002,866.367620560901,911106.1985539696,841626.7259599568,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Fresh,513.5119746,20.19858006,868.1262969,776.1809120184066,1403.4708469443754,1251.688731021734,9004390.628584884,8050713.5369844455,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Vegetables and non-tree fruits,Vegetables,DLM,Tomatoes Processing,78.52090496,49.10025147,7813.136672,4084.941223946925,16602.915428,8658.798764099804,30122737.272702213,15749066.787012408,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Vegetables and non-tree fruits,Vegetables,DLM,Truck,548.8387,13.5325,938.015322,927.7551264213125,941.1420394273282,928.5205148597227,6966789.604810542,6890585.49361488,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Trees and Vine,Trees and vines,DLM,Almonds,5157.824281,1.067695081,28800.6397,26296.842683648814,115596.50535486994,105283.2006352921,158604650.88581616,144816281.74527487,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Vegetables and non-tree fruits,Vegetables,DLM,Lettuce,479.2433265,17.02508876,158.44910900000005,139.9804967846767,407.55018086725045,359.1465669259537,1292811.659330798,1142123.2941243441,2,Good,172.70397377152705
DLM04-SW-IDs,San Joaquin River,0.69,Trees and Vine,Trees and vines,DLM,Pistachios,4636.170568,1.3822934530000002,12425.23273,11708.233004892763,46832.3997816422,44019.60459132778,79627703.13391379,75032775.8195876,2,Good,172.70397377152705
