region,crop,hr,Shortage_%,xland,p,y,xlandsc,xwater,xwatersc,grev,grevsc,iterations,statussc,lambdawater
BANTA-CARBONA I.D.,Truck Crops,San Joaquin River,0.65,43.2080525,555.0,22.8,39.58581651977239,115.26753339094934,105.34036420217991,546754.696335,500918.9222411999,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Vineyard,San Joaquin River,0.65,351.735675,1689.181611,10.69211111,335.40961508916786,1089.8475423605726,1036.6633344993372,6352668.997352641,6057805.376696405,3,Good,509.62569406365145
BANTA-CARBONA I.D.,Alfalfa,San Joaquin River,0.7,692.4817265,281.0,6.7,9.641133745472e-22,2863.3879501255306,9.641133745682923e-09,1303735.34648155,1.8151362502600133e-18,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Almonds & Pistachios,San Joaquin River,0.7,6944.405664,4883.344789,1.202182209,4685.3512156659235,28639.45369734431,19274.570004512665,40768315.567165144,27506151.87898522,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Citrus & Subtropical,San Joaquin River,0.7,160.6387081,933.0,3.6,143.23541277868054,521.6687197067006,463.9892274683029,539553.29276628,481099.1044410322,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Corn,San Joaquin River,0.7,282.9171526,59.0,27.1,77.90535499085452,683.4795368215509,187.7211966606117,452356.23529214005,124562.8720948773,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Cucurbits,San Joaquin River,0.7,324.6611668,203.0,12.0,316.58826475346785,746.5996259320906,726.2148667557592,790874.6023248,771209.0129394477,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Dry Beans,San Joaquin River,0.7,1248.750059,1752.0,1.3,9.641125807386025e-22,2762.36170131648,9.641125807588608e-09,2844153.1343783997,2.195862813890241e-18,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Grain,San Joaquin River,0.7,72.81367026,164.0,2.5,73.54180758887537,33.97899734514724,34.23295483138149,29853.604806599997,30152.1411114389,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Other Deciduous,San Joaquin River,0.7,5966.793346,1941.520674,2.07538957,5473.523769684505,20560.59844055851,18813.719420201498,24042667.2585236,22055081.028466426,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Pasture,San Joaquin River,0.7,8.53927993,276.0,5.0,9.641132912819557e-22,39.282284924693066,9.641132913016732e-09,11784.206303399998,1.3304763419690989e-18,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Safflower,San Joaquin River,0.7,52.20934812,574.0,1.3,9.641132912788913e-22,125.59767726324469,9.641132913014887e-09,38958.61556714401,7.194213379523087e-19,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Tomato Processing,San Joaquin River,0.7,750.894725,101.0,43.3,560.6448272822986,1786.8747878138583,1330.809177737395,3283887.9008424995,2451868.023153676,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Truck Crops,San Joaquin River,0.7,43.2080525,555.0,22.8,40.04118920550793,115.26753339094934,106.55213969288155,546754.696335,506681.20820649737,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Vineyard,San Joaquin River,0.7,351.735675,1689.181611,10.69211111,336.51185143780145,1089.8475423605726,1040.0700585114548,6352668.997352641,6077712.7764212685,2,Good,412.85052640328365
BANTA-CARBONA I.D.,Alfalfa,San Joaquin River,0.75,692.4817265,281.0,6.7,2.9647643328397257e-18,2863.3879501255306,1.6065292964539352e-08,1303735.34648155,5.581761809437352e-15,4,Good,298.7744837876296
BANTA-CARBONA I.D.,Almonds & Pistachios,San Joaquin River,0.75,6944.405664,4883.344789,1.202182209,5192.9758154067795,28639.45369734431,21362.833068127708,40768315.567165144,30486248.50254144,4,Good,298.7744837876296
BANTA-CARBONA I.D.,Citrus & Subtropical,San Joaquin River,0.75,160.6387081,933.0,3.6,148.75579339459676,521.6687197067006,481.8716567398124,539553.29276628,499640.9588537716,4,Good,298.7744837876296
BANTA-CARBONA I.D.,Corn,San Joaquin River,0.75,282.9171526,59.0,27.1,191.61432623425736,683.4795368215509,461.7502235770376,452356.23529214005,306372.1462159541,4,Good,298.7744837876296
BANTA-CARBONA I.D.,Cucurbits,San Joaquin River,0.75,324.6611668,203.0,12.0,319.8485280231443,746.5996259320906,733.6935130667584,790874.6023248,779151.0142643795,4,Good,298.7744837876296
BANTA-CARBONA I.D.,Dry Beans,San Joaquin River,0.75,1248.750059,1752.0,1.3,5.5455020905758506e-18,2762.36170131648,1.6065292985317252e-08,2844153.1343783997,1.2630435561495557e-14,4,Good,298.7744837876296
BANTA-CARBONA I.D.,Grain,San Joaquin River,0.75,72.81367026,164.0,2.5,2.5844543346948173e-17,33.97899734514724,1.606529308816198e-08,29853.604806599997,1.059626277224875e-14,4,Good,298.7744837876296
